,symbol,market-cap,VA100
0,7UP,1333.02,4087.8110000000042
1,A,6517.0,278.64999999999986
2,AAV,20369.99,64606.73799999942
3,ABPIF,3690.0,2412.2539999999954
4,ACC,684.96,319.3710000000118
5,ADVANC,512858.8,999060.3859999978
6,AEC,599.88,180.6860000000177
7,AEONTS,45499.96,93886.64399999993
8,AFC,414.73,74.17599999999914
9,AH,6129.07,24943.67300000002
10,AHC,2653.39,347.35000000000605
11,AIMIRT,1581.0,2140.1670000000017
12,AIT,4064.52,4524.938000000017
13,AJ,3255.43,1104.1710000000348
14,AJA,1102.48,2942.498999999803
15,AKR,1061.2,3812.8049999999157
16,ALLA,816.0,3764.163000000011
17,ALT,2905.77,928.6290000001284
18,ALUCON,7538.39,324.5829999999989
19,AMANAH,1307.71,18100.68999999998
20,AMARIN,4751.82,325.01399999999774
21,AMATA,22859.41,488659.2850000004
22,AMATAR,22859.41,90368.70300000008
23,AMATAV,4151.39,3255.687999999989
24,AMC,844.97,293.3720000000086
25,ANAN,10798.9,54614.32100000024
26,AOT,917855.9,1467982.0339999988
27,AP,18875.35,86989.55599999987
28,APCO,2400.0,680.0859999999843
29,APCS,3154.8,997.011000000002
30,APEX,799.96,239.53900000001
31,APURE,1169.08,1459.91500000004
32,AQ,1706.5,1154.6489999999014
33,AQUA,1791.27,6612.885000000021
34,AS,319.7,60.30700000002521
35,ASAP,2236.08,21859.36000000005
36,ASEFA,2629.0,1168.4269999997978
37,ASIA,2048.0,249.8139999999985
38,ASIAN,3717.68,68663.86000000022
39,ASIMAR,483.0,799.447000000041
40,ASK,8163.98,4132.843999999984
41,ASP,6443.31,11769.263
42,AYUD,11756.21,3384.4100000000108
43,BWORK,3946.16,2650.2040000000025
44,B,348.7,807.0500000001366
45,B52,331.88,290.78900000010975
46,BA,24360.0,25717.794999999933
47,BAFS,20878.0,5099.23900000001
48,BANPU,76396.38,695842.5159999984
49,BAT3K,4560.0,138.7830000000291
50,BAY,281357.8,14457.838000000005
51,BBL,387494.8,770077.7549999991
52,BCH,41645.56,218559.20800000025
53,BCP,43717.26,98223.66699999961
54,BCPG,30351.77,234037.3579999997
55,BCT,13650.0,1284.0950000000053
56,BDMS,388590.1,724780.7959999986
57,BEAUTY,19690.7,1221160.081999999
58,BEC,9640.0,57232.20399999988
59,BEM,148264.4,392615.9960000008
60,BFIT,3726.43,4989.386999999979
61,BGC,7083.32,
62,BGRIM,69082.81,190810.39100000059
63,BH,136640.8,260979.07999999984
64,BIG,4234.65,17256.349999999817
65,BJC,203136.6,329733.90099999914
66,BJCHI,2960.0,1759.2709999999252
67,BKD,3443.87,1784.664000000016
68,BKI,35028.65,1912.6010000000056
69,BKKCP,1250.0,248.218
70,BLA,44823.59,43766.03200000009
71,BLAND,28080.85,51137.83100000047
72,BOFFICE,6492.9,3704.1720000000105
73,BPP,68037.75,51419.001999999804
74,BR,3525.9,6922.126000000019
75,BROCK,2091.0,70.27800000002286
76,BRR,4628.96,1512.5689999999704
77,BRRGIF,3465.0,2170.298000000002
78,BSBM,1064.55,306.2069999999948
79,BTS,113122.0,201714.7880000008
80,BTSGIF,68298.38,51318.08100000008
81,BWG,3947.08,37554.733000000364
82,CBG,30750.0,137004.9360000005
83,CCET,8061.72,2898.520000000048
84,CCP,913.45,1071.5989999999913
85,CEN,782.4,1237.9240000000282
86,CENTEL,54000.02,148193.447
87,CFRESH,1900.55,358.09699999999503
88,CGD,11076.61,3576.878000000415
89,CGH,4163.42,1112.204999999999
90,CHG,21120.0,138435.7680000001
91,CHOTI,997.5,129.06500000000125
92,CI,1301.14,425.9290000000763
93,CIMBT,26813.13,1752.2470000000146
94,CITY,696.0,160.96499999999975
95,CK,42347.42,171734.55100000036
96,CKP,36555.19,223510.8529999996
97,CM,1501.71,946.622999999989
98,CMAN,2380.8,6087.9070000000365
99,CMR,9494.56,399.29600000001676
100,CNT,1973.58,5594.927999999997
101,COL,14015.99,15193.223999999957
102,COM7,18600.0,133879.41400000034
103,COTTO,11865.61,10746.982000000009
104,CPALL,617588.0,2357170.754000001
105,CPF,211836.3,496973.76
106,CPH,252.0,207.89600000000144
107,CPI,942.8,822.4869999999949
108,CPL,1319.53,21.20700000000048
109,CPN,335477.9,446150.98599999904
110,CPNCG,6484.91,2918.967000000001
111,CPNREIT,56418.14,28032.257999999998
112,CPT,585.0,20929.31100000001
113,CPTGF,12280.9,1690.66699999999
114,CRANE,1544.4,327.2229999999245
115,CSC,2106.03,128.12799999999942
116,CSP,535.86,49.990999999990606
117,CSS,2210.39,4309.754999999816
118,CTARAF,1510.4,345.2200000000016
119,CTW,3183.25,1280.138000000005
120,CWT,1671.43,2001.9590000001278
121,DCC,12794.86,23555.08399999999
122,DCON,2602.17,1056.6899999999753
123,DDD,5976.29,57730.523999999816
124,DELTA,86692.94,61920.691999999915
125,DEMCO,2059.57,4188.756000000199
126,DIF,138786.3,152129.79400000005
127,DREIT,2047.0,327.7329999999999
128,DRT,5024.2,1665.8420000000203
129,DTAC,102407.8,300834.8980000014
130,DTC,8160.0,6390.770000000002
131,DTCI,280.0,67.72500000000024
132,EA,158524.9,924006.5430000008
133,EASON,1224.21,4206.629
134,EASTW,17801.86,6393.319000000006
135,ECL,1707.64,10411.682000000055
136,EE,1723.6,4703.781999999914
137,EGATIF,23357.6,26994.695
138,EGCO,130563.3,216532.34299999988
139,EKH,3240.0,6891.573999999955
140,EMC,2445.79,3038.108000000043
141,EP,2432.95,10846.632999999923
142,EPG,19180.0,57961.52799999977
143,ERW,15798.61,56147.692
144,ERWPF,933.33,146.5369999999979
145,ESSO,35300.76,148584.51199999935
146,ESTAR,2611.57,2841.9090000000865
147,EVER,1864.7,9763.918999999876
148,F&D,297.85,79.59799999999845
149,FANCY,393.6,2672.495999999958
150,FN,1410.0,1377.0400000000186
151,FNS,1210.49,851.2059999999999
152,FORTH,5712.0,368.6240000000231
153,FPT,25127.75,775.9629999999944
154,FSS,1069.78,243.31199999999862
155,FTE,1158.0,2258.076999999972
156,FTREIT,29927.45,10341.892000000002
157,FUTUREPF,11968.19,4471.706000000011
158,GAHREIT,1658.47,348.01099999999985
159,GBX,577.21,101.17699999998385
160,GC,1010.0,516.7379999999932
161,GEN,1511.4,2305.731000000097
162,GENCO,830.5,1503.2800000000684
163,GFPT,15045.85,51308.25200000003
164,GGC,10083.11,24787.068000000265
165,GIFT,1543.92,816.8739999999815
166,GJS,1671.38,1414.3200000000534
167,GL,8161.63,28661.713000000527
168,GLAND,20279.46,55958.02499999993
169,GLOBAL,78028.63,147367.23700000026
170,GLOCON,2183.89,21074.48
171,GOLD,16266.04,25982.639000000014
172,GPI,1296.0,765.8439999999927
173,GPSC,87650.5,200603.33000000005
174,GRAMMY,4919.7,139.97300000000018
175,GRAND,2965.06,3518.930000000201
176,GREEN,826.21,1284.4639999999256
177,GULF,173864.0,627546.9290000002
178,GUNKUL,20772.13,60109.50900000001
179,GVREIT,11651.64,5794.927000000022
180,GYT,2723.2,252.17300000000043
181,HANA,26560.99,117250.60799999992
182,HFT,1922.63,912.8120000000653
183,HMPRO,199898.1,275475.15200000023
184,HPF,2397.0,237.46800000000152
185,HREIT,4707.64,3700.71800000001
186,HTC,2769.13,1988.7209999999884
187,HTECH,1590.0,8017.094999999936
188,HUMAN,6324.0,18853.830999999893
189,ICHI,3874.0,5343.511999999837
190,IFS,1480.5,736.8099999999707
191,IHL,4289.77,4537.936999999963
192,III,3010.41,14135.831999999993
193,ILINK,2218.02,2522.753999999854
194,IMPACT,28167.5,7384.556999999985
195,INET,1520.13,1502.8139999999755
196,INGRS,882.63,1379.1119999999717
197,INOX,7717.75,793.0839999999796
198,INSURE,390.0,33.37399999999999
199,INTUCH,153106.1,317741.5729999992
200,IRC,4120.0,220.6859999999997
201,IRPC,117497.6,528070.0470000018
202,IT,939.39,1281.4260000000058
203,ITD,11298.85,46031.82499999925
204,IVL,304589.3,1112608.828000001
205,J,673.19,130.25500000011226
206,JAS,35612.96,115982.70500000007
207,JASIF,54999.98,80315.12700000005
208,JCK,3199.08,3340.973999999965
209,JCT,1127.25,72.57400000000034
210,JMART,3480.35,25592.544000000264
211,JMT,9945.5,35983.62900000005
212,JTS,953.72,627.6720000000144
213,JWD,7140.0,19209.394000000084
214,KAMART,2991.99,6208.291999999969
215,KBANK,442753.3,1269509.968999999
216,KBS,2280.0,1013.8540000000136
217,KCAR,2650.0,1141.4709999999925
218,KCE,30785.86,233758.82399999985
219,KGI,8445.07,10043.746000000016
220,KKC,1356.0,248.8130000000105
221,KKP,56097.21,219120.66599999962
222,KPNPF,1620.0,188.80900000000008
223,KSL,13142.49,7468.947000000036
224,KTB,268340.3,588921.0279999983
225,KTC,78639.13,454647.3359999993
226,KTIS,22966.99,301.22000000006284
227,KWG,2423.38,927.6650000000294
228,KYE,8602.0,6426.15900000001
229,L&E,1269.46,499.5989999999984
230,LALIN,4458.49,1531.614000000004
231,LANNA,6142.49,2144.084999999981
232,LEE,2342.34,1113.7680000000285
233,LH,118302.1,386378.3519999998
234,LHFG,29021.61,5421.095999999863
235,LHHOTEL,8714.3,1442.3810000000024
236,LHK,1440.08,1412.7720000000045
237,LHPF,2706.0,931.7610000000006
238,LHSC,7906.64,2226.846000000005
239,LOXLEY,3691.88,3359.6070000001455
240,LPH,4237.5,4388.873999999993
241,LPN,9296.9,91054.3779999996
242,LRH,8167.45,464.7659999999996
243,LST,3181.6,883.2340000000135
244,LUXF,1650.6,413.03199999999885
245,MCHAI,2864.0,186.63399999999916
246,MII,1479.2,79.82700000000041
247,MPAT,1029.0,124.96999999999979
248,MSTOR,471.2,47.952999999999925
249,M,68835.56,25164.5489999999
250,MACO,6272.55,23721.527
251,MAJOR,18430.15,30487.759999999904
252,MAKRO,153600.0,23343.11800000005
253,MALEE,2240.0,19143.42999999984
254,MANRIN,807.17,63.69999999999978
255,MATCH,1641.42,1319.0610000000042
256,MAX,597.01,1719.5619999999014
257,MBK,34915.42,62332.92900000004
258,MBKET,5765.22,2885.8419999999956
259,MC,8720.0,7390.862000000114
260,MCOT,6252.6,750.64999999998
261,MCS,3325.0,11026.40700000013
262,MDX,1778.72,1139.0019999999247
263,MEGA,24875.89,53641.47100000013
264,METCO,4221.41,193.947
265,MFC,2097.78,865.0520000000027
266,MFEC,1244.9,804.1540000000244
267,MIDA,1452.37,224.02000000009338
268,MILL,6716.4,7191.121999999952
269,MINT,157043.0,435551.9949999989
270,MIT,427.05,258.855
271,MJD,2942.61,904.2760000000047
272,MJLF,4092.0,741.9229999999985
273,MK,3690.28,7465.822999999997
274,ML,1011.56,408.335000000096
275,MNIT,205.62,37.13500000000003
276,MNRF,344.0,76.61600000000007
277,MODERN,2805.0,1227.3789999999933
278,MONO,5900.75,15387.235000000237
279,MSC,2574.0,1170.5800000000004
280,MTC,103879.9,570966.8579999985
281,MTI,5723.0,676.8160000000007
282,NCH,1083.4,200.48400000011054
283,NEP,883.64,285.23000000001645
284,NER,2633.4,
285,NEX,881.62,5068.361999999987
286,NFC,5983.08,531.5360000000034
287,NNCL,3338.65,2213.3370000000245
288,NOBLE,6481.89,3980.6429999999878
289,NOK,5498.24,2511.190000000008
290,NSI,1049.45,228.1389999999987
291,NTV,8800.0,1588.8759999999975
292,NUSA,3591.31,15717.928999999831
293,NVD,3175.38,1439.4850000000024
294,NWR,1990.82,8669.141999999982
295,NYT,6150.4,5334.98700000001
296,OGC,703.91,171.73399999999805
297,OISHI,14156.25,323.1910000000182
298,ORI,16163.89,119552.17899999995
299,OSP,73591.75,
300,PAF,415.8,1779.2800000002208
301,PAP,2257.2,305.68000000000563
302,PATO,1850.84,599.1149999999952
303,PB,27337.5,835.7210000000003
304,PCSGH,10598.75,6013.5739999999705
305,PDI,2712.0,7477.635999999862
306,PDJ,900.24,574.6869999999997
307,PERM,955.0,328.57800000004727
308,PF,6414.19,60447.20100000009
309,PG,518.4,63.4870000000041
310,PK,862.38,3046.5750000000025
311,PL,1908.83,466.5159999999942
312,PLANB,21530.59,48296.98699999997
313,PLAT,20300.0,9839.815000000011
314,PLE,1511.62,15725.601000000082
315,PM,5144.91,9666.207000000013
316,PMTA,1103.08,145.05000000000302
317,POPF,6357.62,4687.728999999997
318,PORT,2152.8,4132.058000000059
319,POST,1440.0,9.614000000000004
320,PPF,2514.51,410.0729999999993
321,PPP,810.0,141.74400000006622
322,PPPM,1542.76,1676.6999999999655
323,PR9,8806.56,
324,PRAKIT,658.91,284.01800000005835
325,PREB,2916.99,2656.002000000008
326,PRECHA,540.96,1216.960999999954
327,PRG,8040.0,60.566
328,PRIME,747.76,745.2219999999032
329,PRIN,1915.42,1869.8049999999573
330,PRINC,15228.39,4758.3140000000285
331,PRM,12875.0,42316.53399999989
332,PSH,37861.14,27013.313999999977
333,PSL,13487.88,34256.98500000003
334,PT,1618.17,2044.6280000000268
335,PTG,14362.0,311650.26900000015
336,PTL,11700.0,11542.795999999573
337,PTT,1313897.0,3131422.09
338,PTTEP,450593.1,1868653.9349999984
339,PTTGC,321255.4,1322027.7279999987
340,PYLON,5286.6,10628.776000000002
341,QCON,1880.0,121.56400000000004
342,QH,28071.67,170676.80100000006
343,QHHR,2805.6,2253.961
344,QHOP,615.99,31.281000000000173
345,QHPF,10440.7,10642.21600000002
346,RAM,31920.0,439.5170000000005
347,RATCH,73587.5,60306.34199999981
348,RCI,2393.34,8510.082000000059
349,RCL,3944.85,1749.8009999999854
350,RICHY,1650.88,6060.951
351,RJH,5580.0,6810.907999999954
352,RML,4631.45,34201.38700000013
353,ROH,4593.75,130.53199999999998
354,ROJNA,9496.16,11145.588999999993
355,RPC,508.82,417.4789999999962
356,RPH,2642.64,3765.727000000012
357,RS,14950.2,164668.70299999998
358,RSP,2864.4,3639.829999999993
359,S11,4199.05,1058.3750000000136
360,S,21246.52,55471.81500000038
361,SABINA,10425.0,24076.115000000005
362,SAM,480.76,263.12999999999914
363,SAMART,6391.3,18112.252999999862
364,SAMCO,1078.22,1192.639000000068
365,SAMTEL,4573.2,442.7219999999905
366,SAPPE,4169.84,9941.156000000085
367,SAT,6505.46,17970.53299999996
368,SAUCE,7920.0,112.47199999999927
369,SAWAD,51649.78,476735.3119999996
370,SAWANG,266.4,13.937999999999747
371,SC,11284.98,8777.192000000003
372,SCB,453295.8,852132.2320000008
373,SCC,523200.4,900054.6950000012
374,SCCC,61090.0,24837.776999999867
375,SCG,4182.9,112.5280000000003
376,SCI,1860.0,4035.0710000000336
377,SCN,5016.0,21958.14399999975
378,SCP,2550.0,3819.222999999994
379,SDC,3623.81,3026.224000000129
380,SEED,1199.35,127.95800000000132
381,SEAFCO,6220.27,36113.74600000003
382,SENA,4660.5,3725.515999999989
383,SF,13058.06,16527.357000000033
384,SGP,15621.83,106785.192
385,SHANG,9945.0,312.41399999999993
386,SHREIT,3193.17,2108.367999999999
387,SIAM,1245.56,3247.1589999999874
388,SINGER,1728.0,879.449999999977
389,SIRI,17538.03,83186.58200000005
390,SIS,3431.94,2577.146000000001
391,SISB,4023.2,
392,SITHAI,2953.79,720.8620000000342
393,SKE,957.9,2440.6569999999715
394,SKN,2944.0,6549.078999999973
395,SKR,7917.34,1482.287000000001
396,SLP,972.0,260.22100000002234
397,SMIT,3127.0,1875.8669999999804
398,SMK,7900.0,181.96900000000042
399,SMPC,6693.82,2252.920999999969
400,SMT,1580.95,2606.3030000000194
401,SNC,3884.99,5623.036000000006
402,SNP,9562.96,105.93000000000141
403,SOLAR,1110.01,5057.3509999999405
404,SORKON,2207.2,192.3540000000006
405,SPACK,492.0,223.69600000002248
406,SPALI,39004.02,106938.53599999976
407,SPC,17077.5,384.0649999999984
408,SPCG,17629.22,14900.74499999999
409,SPF,21850.0,4486.1770000000015
410,SPG,4761.0,103.77799999999986
411,SPI,42292.11,3079.595000000003
412,SPRC,41624.64,204202.34700000015
413,SQ,2360.92,16689.088999999876
414,SRICHA,3346.69,1151.0740000000349
415,SRIPANWA,3013.89,496.36099999999846
416,SSC,8907.66,36.613000000000476
417,SSF,1889.99,65.72199999999975
418,SSP,7390.39,10007.478000000136
419,SSPF,1578.15,296.7019999999985
420,SSSC,1740.79,346.7440000000017
421,SST,1905.28,291.7870000000238
422,SSTRT,500.2,88.92599999999962
423,STA,21657.61,218186.57500000016
424,STANLY,16321.13,2419.1239999999852
425,STARK,840.35,6092.769000000029
426,STEC,31112.52,343502.6969999997
427,STPI,6598.23,16260.564999999846
428,SUC,13725.0,1562.8940000000011
429,SUPER,14495.21,174614.44999999995
430,SUSCO,2662.0,3752.605000000071
431,SUTHA,1122.0,184.3130000000664
432,SVH,44000.01,616.7439999999992
433,SVI,11056.85,47855.87999999971
434,SVOA,848.4,1892.5489999999786
435,SYMC,2124.91,93.27900000000454
436,SYNEX,8781.74,29477.35599999999
437,SYNTEC,4352.0,23003.290000000103
438,TAE,2040.0,854.9910000000195
439,TASCO,22820.43,95829.07600000028
440,TBSP,1705.0,49.47600000000002
441,TC,1016.4,172.61099999999755
442,TCAP,57964.54,149401.22400000037
443,TCC,524.56,13171.732000000044
444,TCCC,16518.16,470.9829999999993
445,TCJ,538.54,237.8149999999918
446,TCMC,1266.89,3622.715999999971
447,TEAM,566.99,1350.4870000000278
448,TEAMG,1217.2,20758.671
449,TFFIF,46156.96,
450,TFG,15544.45,4159.073000000205
451,TFI,491.4,165.6900000000095
452,TFMAMA,52752.63,692.5500000000017
453,TGPRO,566.33,1128.8169999999502
454,TH,675.52,1538.2770000000414
455,THAI,26411.53,82079.54900000077
456,THANI,22501.1,77730.13600000017
457,THCOM,6631.42,17849.60299999979
458,THE,1774.32,32715.174999999985
459,THG,28019.64,17348.22599999997
460,THIP,1896.0,1101.8029999999983
461,THRE,3667.04,1872.5739999999705
462,THREL,3870.0,2962.609999999965
463,TIF1,783.0,173.3639999999999
464,TIP,13620.0,6971.586000000079
465,TIPCO,3546.96,6838.891000000242
466,TISCO,62650.49,258487.20699999944
467,TK,4250.0,2431.508999999989
468,TKN,11109.0,163811.6729999995
469,TKS,3361.65,17824.627000000022
470,TKT,276.06,614.5259999999812
471,TLGF,46108.91,16197.657999999983
472,TMB,96474.06,413394.34500000026
473,TMD,3150.0,278.1020000000003
474,TMT,5703.46,1190.139999999979
475,TNITY,1090.09,215.57700000000068
476,TNPC,396.2,188.8279999999988
477,TNR,2925.0,821.6219999999316
478,TOA,66956.94,70127.55599999941
479,TOG,2068.03,336.50199999999387
480,TOP,135151.8,660374.55
481,TOPP,1176.0,74.16600000000007
482,TPA,789.75,31.292999999992
483,TPBI,2480.43,259.0660000000661
484,TPCORP,1458.0,93.17000000000004
485,TPIPL,40222.91,39823.45600000032
486,TPIPP,47459.98,80795.63099999994
487,TPOLY,1489.17,2402.558999999992
488,TPRIME,6898.5,2008.8389999999965
489,TQM,6840.0,
490,TR,8568.0,714.0169999999988
491,TRC,2465.27,6769.637000000355
492,TRITN,3052.76,14082.597999999964
493,TRU,2776.98,384.8100000000016
494,TRUBB,1022.22,1723.4470000000094
495,TRUE,173514.6,562690.3670000021
496,TSC,3455.34,69.71200000000019
497,TSE,3963.96,1520.1470000000115
498,TSI,584.15,676.2119999999867
499,TSR,944.54,2285.0759999999327
500,TSTE,2683.29,72.70200000000017
501,TSTH,5558.21,772.2789999999798
502,TTA,9476.81,11342.608999999678
503,TTCL,4158.0,30404.720000000263
504,TTW,49475.99,37713.73300000012
505,TU,77303.19,184533.1369999996
506,TVI,1139.28,427.2920000000128
507,TVO,21428.19,29133.34199999993
508,TWP,1053.0,265.5760000000056
509,TWPC,7307.49,2189.862000000015
510,TWZ,769.41,2891.304000000081
511,U,14371.11,20481.87600000011
512,UAC,2657.07,454.47300000002093
513,UMI,1028.9,5959.7170000000315
514,UNIQ,10377.76,59385.053999999924
515,UOBKH,1869.11,128.45399999999916
516,UPOIC,1412.86,89.70399999999692
517,URBNPF,276.48,151.226
518,UTP,6175.0,11402.655000000052
519,UV,11662.75,32852.07599999977
520,UVAN,5076.0,2555.3790000000313
521,VGI,66742.06,109542.43600000002
522,VIBHA,26398.73,7247.22399999995
523,VIH,3566.66,3231.407999999985
524,VNG,7741.01,1340.0469999999084
525,VNT,23703.86,38397.97999999994
526,VPO,376.0,207.80499999992625
527,W,375.65,359.4699999999781
528,WACOAL,5640.0,116.399
529,WG,3195.15,1995.1969999999994
530,WHA,61350.63,389277.0730000003
531,WHABT,1999.8,337.50199999999955
532,WHART,25182.69,10757.970999999996
533,WHAUP,21228.72,33882.308999999885
534,WICE,2372.91,18762.47900000012
535,WIIK,719.88,1366.3099999999977
536,WIN,303.02,459.8630000000251
537,WORK,10288.34,93269.50699999993
538,WP,2582.13,12500.481000000014
539,WPH,1392.0,1037.1999999999905
540,ZMICO,1307.74,923.4029999999964
